X,Y,COMMUNITY,RATING,DATE_RISK,COMMID,COMMTYPE,FPZONE,FMZONE,LGA,ALCOUNCIL,POPULATION,MUNSPROV,MUNSTYPE,FUELREDUC,FIREBREAK,FIREPLAN,LATITUDE,LONGITUDE
133.882691,-19.093204,Pingala,Moderate,2020/06/30,"255",Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.093204000000000,133.882690999999994
130.37095,-18.80958,Pinja,Moderate,2020/06/30,"752",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.809580000000000,130.370949999999993
129.46322,-23.16275,Pinpirnga,High,2020/06/30,"136",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.162749999999999,129.463220000000007
130.4172,-11.4059,Pirlangimpi,Moderate,2020/06/30,"411",Major,No,Arnhem,Tiwi Islands Regional Council,Tiwi Land Council,"436",Tiwi Islands Regional Council,Local Government Association,Yes,Yes,No,-11.405900000000001,130.417200000000008
133.43073,-22.20878,Pmara Jutunta,Moderate,2020/06/30,"138",Major,No,Alice Springs,Central Desert Regional Council,Central Land Council,"207",Central Desert Regional Council,Local Government Association,Yes,Yes,Yes,-22.208780000000001,133.430730000000011
129.106541,-15.77853,Policemans Hole,High,2020/06/30,"701",Family Outstation,No,Savanna,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.778530000000000,129.106540999999993
132.37978,-22.56332,Pulardi,Low,2020/06/30,"139",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"10",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-22.563320000000001,132.379780000000011
134.68879,-22.07061,Pungalindum,Moderate,2020/06/30,"730",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.070609999999999,134.688790000000012
134.50807,-20.31062,Punjarriji,Moderate,2020/06/30,"840",Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-20.310620000000000,134.508070000000004
129.29393,-24.67392,Punritjanta,Moderate,2020/06/30,"140",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-24.673919999999999,129.293929999999989
135.69629,-19.94562,Purrukuwurru,High,2020/06/30,"732",Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-19.945620000000002,135.696290000000005
129.64045,-25.07345,Puta Puta,Moderate,2020/06/30,"141",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.073450000000001,129.640449999999987
130.36849,-11.22457,Putjamirra,Low,2020/06/30,"1020",Family Outstation,No,Arnhem,Tiwi Islands Regional Council,Tiwi Land Council,"3",Tiwi Islands Regional Council,Local Government Association,Yes,Yes,No,-11.224570000000000,130.368490000000008
131.36997,-21.34382,Putulu,Low,2020/06/30,"117",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"4",Yapa-Kurlangu Ngurrara Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-21.343820000000001,131.369969999999995
130.81753,-21.33117,Puyurru,Moderate,2020/06/30,"142",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.331170000000000,130.817530000000005
133.71982,-24.37338,Pwerte Marnte Marnte,Moderate,2020/06/30,"940",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"10",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-24.373380000000001,133.719819999999999
134.79239,-23.37291,Pwertentye,High,2020/06/30,"791",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.372910000000001,134.792390000000012
130.8439027778,-12.4540416667,Railway Dam,Moderate,2020/06/30,"412",Town Camp,No,ERA,Darwin City Council,Northern Land Council,"11",Yilli Rreung Housing Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.454041999999999,130.843903000000012
134.93001,-12.32779,Ramingining,Moderate,2020/06/30,"550",Major,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"1025",East Arnhem Regional Council,Local Government Association,Yes,Yes,No,-12.327790000000000,134.930010000000010
133.14814,-23.98488,Rarangantjuta,Moderate,2020/06/30,"874",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.984880000000000,133.148140000000012
136.00253,-12.340305,Raymangirr,Low,2020/06/30,"552",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"10",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.340305000000001,136.002530000000007
132.56967,-12.86449,Red Lily,Moderate,2020/06/30,"799",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"4",Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.864490000000000,132.569670000000002
132.8527916667,-24.0097361111,Red Sandhill,Low,2020/06/30,"5",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"10",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.009736000000000,132.852791999999994
129.708125,-14.01484,Redcliff,Moderate,2020/06/30,"414",Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,Yes,No,-14.014840000000000,129.708124999999995
134.56526,-14.71011,Rittarangu,High,2020/06/30,"641",Minor,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"160",Roper Gulf Regional Council,Local Government Association,Yes,Yes,No,-14.710110000000000,134.565259999999995
136.9805694444,-16.7597361111,Robinson River,Moderate,2020/06/30,"258",Major,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"261",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-16.759736000000000,136.980569000000003
132.18633,-14.51935,Rockhole,Moderate,2020/06/30,"642",Minor,Yes,Savanna,Katherine Town Council,Northern Land Council,"170",Kalano Community Association Inc,Aboriginal Corporation,Yes,Yes,No,-14.519349999999999,132.186329999999998
132.67042,-23.76213,Rodna,Moderate,2020/06/30,"144",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.762129999999999,132.670420000000007
136.29564,-12.20292,Rorruwuy,Moderate,2020/06/30,"469",Minor,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"35",Marthakal Homelands & Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.202920000000001,136.295639999999992
136.25382,-12.90425,Rurrangala,Low,2020/06/30,"480",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"15",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.904249999999999,136.253819999999990
132.81527,-23.91581,Rutjingka,Low,2020/06/30,"861",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"4",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.915810000000000,132.815269999999998
129.93195,-13.8603,Sabina,High,2020/06/30,"837",Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.860300000000001,129.931950000000001
136.34854,-16.04184,Sandridge,Moderate,2020/06/30,"988",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"7",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,No,No,-16.041840000000001,136.348540000000014
132.58027,-11.20719,Sandy Bay,Moderate,2020/06/30,"892",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"4",Demed Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-11.207190000000001,132.580270000000013
132.524333,-24.5575,Sandy Bore,Low,2020/06/30,"24898",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"6",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-24.557500000000001,132.524333000000013
134.3733,-24.1307,Santa Teresa,Moderate,2020/06/30,"145",Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"682",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-24.130700000000001,134.373300000000000
136.84751,-13.75212,Scott Point,High,2020/06/30,"958",Family Outstation,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-13.752120000000000,136.847510000000000
136.9130333,-16.2032167,Snake Lagoon,Moderate,2020/06/30,"24902",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"6",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-16.203216999999999,136.913033000000013
133.9152916667,-23.1594583333,Snake Well,Low,2020/06/30,"948",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"12",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.159458000000001,133.915291999999994
136.68821,-15.68902,South West Island,Low,2020/06/30,"262",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"10",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-15.689019999999999,136.688209999999998
134.91761,-23.04308,Spotted Tiger,Low,2020/06/30,"953",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"9",Central Desert Regional Council,Local Government Association,Yes,Yes,No,-23.043080000000000,134.917609999999996
132.45424,-12.96266,Spring Peak,Moderate,2020/06/30,"419",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,"8",Warnbi Aboriginal Corporatio - Kakadu,Aboriginal Corporation,Yes,Yes,No,-12.962660000000000,132.454239999999999
132.573625,-23.9497361111,Sugar Creek,Moderate,2020/06/30,"18",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.949736000000001,132.573624999999993
130.80161,-11.81528,Takapimiliyi,Low,2020/06/30,"1013",Family Outstation,No,Arnhem,Tiwi Islands Regional Council,Tiwi Land Council,"3",Tiwi Islands Regional Council,Local Government Association,Yes,Yes,No,-11.815280000000000,130.801610000000011
133.99669,-21.50658,Tara,High,2020/06/30,"264",Minor,No,Alice Springs,Barkly Regional Council,Central Land Council,"105",Thangkenharenge Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-21.506580000000000,133.996690000000001
130.71131,-11.60806,Taracumbi,Moderate,2020/06/30,"424",Family Outstation,No,Arnhem,Tiwi Islands Regional Council,Tiwi Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.608060000000000,130.711309999999997
131.41338,-23.54726,Tarawara,Moderate,2020/06/30,"767",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.547260000000001,131.413379999999989
132.77662,-11.47407,Tigers Camp,High,2020/06/30,"306",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.474069999999999,132.776620000000008
132.57399,-11.09665,Timor Springs,High,2020/06/30,"891",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.096650000000000,132.573990000000009
134.2025138889,-19.6372361111,Tinkarli,Low,2020/06/30,"681",Town Camp,No,ERA,Barkly Regional Council,Central Land Council,"66",Barkly Regional Council,Local Government Association,Yes,Yes,No,-19.637236000000001,134.202514000000008
129.55768,-23.27331,Tinki,High,2020/06/30,"62",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.273309999999999,129.557680000000005
134.07584,-24.67389,Titjikala,Moderate,2020/06/30,"148",Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"267",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-24.673890000000000,134.075839999999999
132.8052916667,-23.9689027778,Tjamangkurra,Low,2020/06/30,"149",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"5",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.968903000000001,132.805292000000009
129.12181,-24.91526,Tjauwata,Moderate,2020/06/30,"880",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-24.915260000000000,129.121810000000011
131.27059,-23.28522,Tjintirtjintirpa,Low,2020/06/30,"762",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"6",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.285219999999999,131.270589999999999
136.04365,-16.17126,Tjoungouri,High,2020/06/30,"267",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-16.171260000000000,136.043650000000014
131.41348,-21.83419,Tjulpungu,Moderate,2020/06/30,"151",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-21.834190000000000,131.413479999999993
129.40113,-25.01763,Tjunti,Moderate,2020/06/30,"152",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.017630000000000,129.401129999999995
129.23084,-24.85187,Tjuntinanta,Moderate,2020/06/30,"153",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-24.851870000000002,129.230840000000001
132.8383472222,-23.9989027778,Tnawurta,Low,2020/06/30,"154",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"2",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.998902999999999,132.838346999999999
133.72011,-23.74715,Tnerte,Low,2020/06/30,"928",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"16",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.747150000000001,133.720110000000005
132.671125,-23.8877916667,Tnyimipurta,Low,2020/06/30,"155",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"8",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.887792000000001,132.671124999999989
134.592739,-22.194306,Tommyhawk Swamp,Moderate,2020/06/30,"970",Family Outstation,No,Alice Springs,Barkly Regional Council,Central Land Council,,Urapuntja Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.194306000000001,134.592738999999995
132.06416,-23.35473,Town Bore,Moderate,2020/06/30,"30",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"7",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.354730000000000,132.064159999999987
131.01819,-12.30839,Tree Point,High,2020/06/30,"423",Family Outstation,Yes,Vernon Arafura,Litchfield Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-12.308389999999999,131.018190000000004
134.75093,-14.52938,Turkey Lagoon,High,2020/06/30,"649",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.529380000000000,134.750930000000011
134.06937,-23.30514,Turners Camp,Low,2020/06/30,"785",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"18",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.305140000000002,134.069369999999992
133.70539,-23.74034,Twetye (A),Low,2020/06/30,"929",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"15",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.740340000000000,133.705389999999994
133.69633,-23.74292,Twetye (B),Low,2020/06/30,"930",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"20",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.742920000000002,133.696329999999989
133.72928,-23.72634,Tywenpe (A),Low,2020/06/30,"931",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"15",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.726340000000000,133.729279999999989
133.68787,-23.74426,Tywenpe (C),Low,2020/06/30,"933",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"25",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.744260000000001,133.687870000000004
133.67226,-23.7648,Tywenpe (D),Low,2020/06/30,"934",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"6",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.764800000000001,133.672259999999994
137.04142,-15.83006,Uguie,Moderate,2020/06/30,"991",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.830060000000000,137.041419999999988
132.37395,-24.59261,Ukaka,Low,2020/06/30,"159",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"15",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-24.592610000000001,132.373950000000008
129.10549,-25.90949,Ukatjupu,Moderate,2020/06/30,"160",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.909490000000002,129.105490000000003
131.92748,-23.27715,Ulambara,Low,2020/06/30,"760",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"11",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.277149999999999,131.927480000000003
133.19644,-25.68357,Ulbulla,High,2020/06/30,"705",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.683570000000000,133.196439999999996
131.50075,-24.23091,Ulpanyali,Moderate,2020/06/30,"162",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"15",Ngurratjuta Pmara Ntjarra Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.230910000000002,131.500750000000011
132.766,-23.9546,Ulpunda,Low,2020/06/30,"772",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"15",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.954599999999999,132.765999999999991
135.69544,-23.76408,Uluperte,Moderate,2020/06/30,"1016",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.764080000000000,135.695439999999991
136.811125,-13.8597361111,Umbakumba,High,2020/06/30,"555",Major,No,Arnhem,East Arnhem Regional Council,Anindilyakwa Land Council,"591",East Arnhem Regional Council,Local Government Association,Yes,Yes,No,-13.859736000000000,136.811125000000004
130.05311,-13.83073,Uminyuluk,Moderate,2020/06/30,"962",Family Outstation,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,"7",West Daly Regional Council,Local Government Association,Yes,Yes,No,-13.830730000000001,130.053110000000004
129.90879,-14.06441,Un-Marr,High,2020/06/30,"662",Family Outstation,No,Vernon Arafura,Victoria-Daly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-14.064410000000001,129.908790000000010
134.11762,-23.74762,Undoolya Bore,Low,2020/06/30,"711",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,"20",Ingkerreke Outstations Resource Services Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,Yes,-23.747620000000001,134.117619999999988
132.12722,-23.75723,Undurana 1C,Low,2020/06/30,"166",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"5",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.757230000000000,132.127219999999994
132.1052916667,-23.7591805556,Undurana 2A,Moderate,2020/06/30,"985",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"1",Tjuwanpa Outstation Resource Centre Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-23.759181000000002,132.105291999999992
137.74252,-22.49317,Urlampe,Moderate,2020/06/30,"156",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,"20",Arramwelke Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-22.493169999999999,137.742520000000013
134.069133,-23.9629,Urrermerne,Moderate,2020/06/30,"24992",Family Outstation,Yes,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-23.962900000000001,134.069132999999994
131.87319,-23.48877,Utily,Low,2020/06/30,"24",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"12",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-23.488769999999999,131.873189999999994
134.1842,-19.656,Village Camp,Low,2020/06/30,"271",Town Camp,No,ERA,Barkly Regional Council,Central Land Council,"58",Barkly Regional Council,Local Government Association,Yes,Yes,No,-19.655999999999999,134.184200000000004
136.42886,-15.92948,Wada Wadalla,High,2020/06/30,"815",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-15.929480000000000,136.428859999999986
136.25224,-15.74902,Wada Warra,Moderate,2020/06/30,"214",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"12",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-15.749020000000000,136.252240000000000
129.5205,-14.2404,Wadeye,High,2020/06/30,"426",Major,No,Vernon Arafura,West Daly Regional Council,Northern Land Council,"2679",West Daly Regional Council,Local Government Association,Yes,Yes,No,-14.240399999999999,129.520499999999998
132.78225,-11.93822,Waidaboonar,High,2020/06/30,"381",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.938219999999999,132.782250000000005
134.21688,-20.63229,Wakurlpu,Low,2020/06/30,"908",Family Outstation,No,Barkly,Barkly Regional Council,Central Land Council,"7",North Barkly Aboriginal Corporation/ Far Northern Contractors Pty Ltd,Aboriginal Corporation,Yes,Yes,No,-20.632290000000001,134.216880000000003
130.77614,-12.97482,Walangurrminy,Moderate,2020/06/30,"983",Family Outstation,Yes,Vernon Arafura,Un-Incorporate (Cox-Daly),Northern Land Council,"13",Yilli Rreung Housing Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.974819999999999,130.776139999999998
135.80531,-13.76563,Waldnarr,Low,2020/06/30,"556",Family Outstation,No,Arnhem,Roper Gulf Regional Council,Northern Land Council,"8",Numbulwar Homelands Council Association Inc,Aboriginal Corporation,Yes,Yes,No,-13.765630000000000,135.805309999999992
132.58843,-11.17957,Walka,Moderate,2020/06/30,"291",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.179570000000000,132.588429999999988
133.81687,-24.38261,Walkabout Bore,Moderate,2020/06/30,"720",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"26",MacDonnell Regional Council,Local Government Association,Yes,Yes,No,-24.382610000000000,133.816869999999994
131.81991,-22.16249,Walkalba,Moderate,2020/06/30,"750",Family Outstation,No,Alice Springs,Central Desert Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-22.162489999999998,131.819909999999993
133.0863,-24.1245,Wallace Rockhole,Moderate,2020/06/30,"174",Major,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"120",MacDonnell Regional Council,Local Government Association,Yes,Yes,Yes,-24.124500000000001,133.086299999999994
136.6356,-16.1226667,Wallaces Lagoon,Moderate,2020/06/30,"24903",Family Outstation,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"2",Power Projects (NT) Pty Ltd,Private Enterprise,Yes,Yes,No,-16.122667000000000,136.635600000000011
132.2693,-14.473611,Walpiri,Moderate,2020/06/30,"606",Town Camp,No,ERA,Katherine Town Council,Northern Land Council,"60",Kalano Community Association Inc,Aboriginal Corporation,Yes,Yes,No,-14.473611000000000,132.269299999999987
129.52559,-24.73711,Walu,Moderate,2020/06/30,"748",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-24.737110000000001,129.525589999999994
129.46583,-25.97667,Walytjatjata,Moderate,2020/06/30,"176",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.976669999999999,129.465830000000011
133.39754,-11.768607,Waminari,Moderate,2020/06/30,"428",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.768606999999999,133.397539999999992
132.51106,-11.10539,Wanakutja,Moderate,2020/06/30,"890",Family Outstation,No,Arnhem,West Arnhem Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-11.105390000000000,132.511059999999986
131.58803,-25.99663,Wanarkula,High,2020/06/30,"119",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.996630000000000,131.588030000000003
136.34558,-16.05477,Wandangula,Moderate,2020/06/30,"256",Minor,No,Savanna,Roper Gulf Regional Council,Northern Land Council,"40",Mabunji Aboriginal Resource Indigenous Corporation,Aboriginal Corporation,Yes,Yes,No,-16.054770000000001,136.345580000000012
136.35636,-12.89147,Wandawuy,Low,2020/06/30,"557",Family Outstation,No,Arnhem,East Arnhem Regional Council,Northern Land Council,"80",Laynhupuy Homelands Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-12.891470000000000,136.356359999999995
137.46692,-18.39639,Wangalinji,High,2020/06/30,"690",Family Outstation,No,Barkly,Barkly Regional Council,Northern Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-18.396390000000000,137.466919999999988
129.01933,-25.13169,Wangkari,Moderate,2020/06/30,"177",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,,Not Funded In FY19/20,Not Funded In FY19/20,No,No,No,-25.131689999999999,129.019329999999997
131.803467,-24.388406,Wanmarra,Moderate,2020/06/30,"178",Family Outstation,No,Alice Springs,MacDonnell Regional Council,Central Land Council,"10",Ngurratjuta Pmara Ntjarra Aboriginal Corporation,Aboriginal Corporation,Yes,Yes,No,-24.388406000000000,131.803467000000012
